"Global","Level","Address","Size","Field Type","Field Name","Elt Type","Comment"
"world","5","0x96be290","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][RAINFALL]","",""
"world","5","0x96be294","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][2]","",""
"world","5","0x96be298","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][TEMPERATURE]","",""
"world","5","0x96be29c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][4]","",""
"world","5","0x96be2a0","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][DRAINAGE]","",""
"world","5","0x96be2a4","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][VOLCANISM]","",""
"world","5","0x96be2a8","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][SAVAGERY]","",""
"world","5","0x96be2ac","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][8]","",""
"world","5","0x96be2b0","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][9]","",""
"world","5","0x96be2b4","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][10]","",""
"world","5","0x96be2b8","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][11]","",""
"world","5","0x96be2bc","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][12]","",""
"world","5","0x96be2c0","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][13]","",""
"world","5","0x96be2c4","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][14]","",""
"world","5","0x96be2c8","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][15]","",""
"world","5","0x96be2cc","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][16]","",""
"world","5","0x96be2d0","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][17]","",""
"world","5","0x96be2d4","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][18]","",""
"world","5","0x96be2d8","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][19]","",""
"world","5","0x96be2dc","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][20]","",""
"world","5","0x96be2e0","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][21]","",""
"world","5","0x96be2e4","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][22]","",""
"world","5","0x96be2e8","0x4","int32_t","world.worldgen.worldgen_parms.ranges[1][23]","",""
"world","4","0x96be2ec","0x60","static-array","world.worldgen.worldgen_parms.ranges[2]","int32_t",""
"world","5","0x96be2ec","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][ELEVATION]","",""
"world","5","0x96be2f0","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][RAINFALL]","",""
"world","5","0x96be2f4","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][2]","",""
"world","5","0x96be2f8","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][TEMPERATURE]","",""
"world","5","0x96be2fc","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][4]","",""
"world","5","0x96be300","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][DRAINAGE]","",""
"world","5","0x96be304","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][VOLCANISM]","",""
"world","5","0x96be308","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][SAVAGERY]","",""
"world","5","0x96be30c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][8]","",""
"world","5","0x96be310","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][9]","",""
"world","5","0x96be314","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][10]","",""
"world","5","0x96be318","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][11]","",""
"world","5","0x96be31c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][12]","",""
"world","5","0x96be320","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][13]","",""
"world","5","0x96be324","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][14]","",""
"world","5","0x96be328","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][15]","",""
"world","5","0x96be32c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][16]","",""
"world","5","0x96be330","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][17]","",""
"world","5","0x96be334","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][18]","",""
"world","5","0x96be338","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][19]","",""
"world","5","0x96be33c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][20]","",""
"world","5","0x96be340","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][21]","",""
"world","5","0x96be344","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][22]","",""
"world","5","0x96be348","0x4","int32_t","world.worldgen.worldgen_parms.ranges[2][23]","",""
"world","4","0x96be34c","0x60","static-array","world.worldgen.worldgen_parms.ranges[3]","int32_t",""
"world","5","0x96be34c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][ELEVATION]","",""
"world","5","0x96be350","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][RAINFALL]","",""
"world","5","0x96be354","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][2]","",""
"world","5","0x96be358","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][TEMPERATURE]","",""
"world","5","0x96be35c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][4]","",""
"world","5","0x96be360","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][DRAINAGE]","",""
"world","5","0x96be364","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][VOLCANISM]","",""
"world","5","0x96be368","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][SAVAGERY]","",""
"world","5","0x96be36c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][8]","",""
"world","5","0x96be370","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][9]","",""
"world","5","0x96be374","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][10]","",""
"world","5","0x96be378","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][11]","",""
"world","5","0x96be37c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][12]","",""
"world","5","0x96be380","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][13]","",""
"world","5","0x96be384","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][14]","",""
"world","5","0x96be388","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][15]","",""
"world","5","0x96be38c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][16]","",""
"world","5","0x96be390","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][17]","",""
"world","5","0x96be394","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][18]","",""
"world","5","0x96be398","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][19]","",""
"world","5","0x96be39c","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][20]","",""
"world","5","0x96be3a0","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][21]","",""
"world","5","0x96be3a4","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][22]","",""
"world","5","0x96be3a8","0x4","int32_t","world.worldgen.worldgen_parms.ranges[3][23]","",""
"world","3","0x96be3ac","0x4","int32_t","world.worldgen.worldgen_parms.beast_end_year","",""
"world","3","0x96be3b0","0x4","int32_t","world.worldgen.worldgen_parms.end_year","",""
"world","3","0x96be3b4","0x4","int32_t","world.worldgen.worldgen_parms.beast_end_year_percent","",""
"world","3","0x96be3b8","0x4","int32_t","world.worldgen.worldgen_parms.total_civ_population","",""
"world","3","0x96be3bc","0x4","int32_t","world.worldgen.worldgen_parms.site_cap","",""
"world","3","0x96be3c0","0x4","int32_t","world.worldgen.worldgen_parms.elevation_ranges_1","",""
"world","3","0x96be3c4","0x4","int32_t","world.worldgen.worldgen_parms.elevation_ranges_0","",""
"world","3","0x96be3c8","0x4","int32_t","world.worldgen.worldgen_parms.elevation_ranges_2","",""
"world","3","0x96be3cc","0x4","int32_t","world.worldgen.worldgen_parms.mineral_scarcity","",""
"world","3","0x96be3d0","0x4","int32_t","world.worldgen.worldgen_parms.megabeast_cap","",""
"world","3","0x96be3d4","0x4","int32_t","world.worldgen.worldgen_parms.semimegabeast_cap","",""
"world","3","0x96be3d8","0x4","int32_t","world.worldgen.worldgen_parms.titan_number","",""
"world","3","0x96be3dc","0xc","static-array","world.worldgen.worldgen_parms.titan_attack_trigger","int32_t",""
"world","3","0x96be3e8","0x4","int32_t","world.worldgen.worldgen_parms.demon_number","",""
"world","3","0x96be3ec","0x4","int32_t","world.worldgen.worldgen_parms.night_creature_number","",""
"world","3","0x96be3f0","0x4","int32_t","world.worldgen.worldgen_parms.good_sq_counts_0","",""
"world","3","0x96be3f4","0x4","int32_t","world.worldgen.worldgen_parms.evil_sq_counts_0","",""
"world","3","0x96be3f8","0x4","int32_t","world.worldgen.worldgen_parms.good_sq_counts_1","",""
"world","3","0x96be3fc","0x4","int32_t","world.worldgen.worldgen_parms.evil_sq_counts_1","",""
"world","3","0x96be400","0x4","int32_t","world.worldgen.worldgen_parms.good_sq_counts_2","",""
"world","3","0x96be404","0x4","int32_t","world.worldgen.worldgen_parms.evil_sq_counts_2","",""
"world","3","0x96be408","0x18","static-array","world.worldgen.worldgen_parms.elevation_frequency","int32_t",""
"world","3","0x96be420","0x18","static-array","world.worldgen.worldgen_parms.rain_frequency","int32_t",""
"world","3","0x96be438","0x18","static-array","world.worldgen.worldgen_parms.drainage_frequency","int32_t",""
"world","3","0x96be450","0x18","static-array","world.worldgen.worldgen_parms.savagery_frequency","int32_t",""
"world","3","0x96be468","0x18","static-array","world.worldgen.worldgen_parms.temperature_frequency","int32_t",""
"world","3","0x96be480","0x18","static-array","world.worldgen.worldgen_parms.volcanism_frequency","int32_t",""
"world","3","0x96be498","0x4","pointer","world.worldgen.worldgen_parms.ps","padding",""
"world","3","0x96be49c","0x4","int32_t","world.worldgen.worldgen_parms.reveal_all_history","",""
"world","3","0x96be4a0","0x4","int32_t","world.worldgen.worldgen_parms.cull_historical_figures","",""
"world","3","0x96be4a4","0x4","int32_t","world.worldgen.worldgen_parms.erosion_cycle_count","",""
"world","3","0x96be4a8","0x4","int32_t","world.worldgen.worldgen_parms.periodically_erode_extremes","",""
"world","3","0x96be4ac","0x4","int32_t","world.worldgen.worldgen_parms.orographic_precipitation","",""
"world","3","0x96be4b0","0x4","int32_t","world.worldgen.worldgen_parms.playable_civilization_required","",""
"world","3","0x96be4b4","0x4","int32_t","world.worldgen.worldgen_parms.all_caves_visible","",""
"world","3","0x96be4b8","0x4","int32_t","world.worldgen.worldgen_parms.show_embark_tunnel","",""
"world","3","0x96be4bc","0x1","bool","world.worldgen.worldgen_parms","",""
"world","1","0x96be4c0","0x20","padding","world","","v0.34.01"
"world","1","0x96be4e0","0x140","struct-type","world.history","",""
"world","2","0x96be4e0","0xc","stl-vector","world.history.events","history_event*",""
"world","2","0x96be4ec","0xc","stl-vector","world.history.events2","history_event*",""
"world","2","0x96be4f8","0xc","stl-vector","world.history.figures","historical_figure*",""
"world","2","0x96be504","0x6c","compound","world.history.event_collections","",""
"world","3","0x96be504","0xc","stl-vector","world.history.event_collections.all","history_event_collection*",""
"world","3","0x96be510","0x60","static-array","world.history.event_collections.other","world::anon261",""
"world","4","0x96be510","0xc","stl-vector","world.history.event_collections.other[0]","history_event_collection*",""
"world","4","0x96be51c","0xc","stl-vector","world.history.event_collections.other[1]","history_event_collection*",""
"world","4","0x96be528","0xc","stl-vector","world.history.event_collections.other[2]","history_event_collection*",""
"world","4","0x96be534","0xc","stl-vector","world.history.event_collections.other[3]","history_event_collection*",""
"world","4","0x96be540","0xc","stl-vector","world.history.event_collections.other[4]","history_event_collection*",""
"world","4","0x96be54c","0xc","stl-vector","world.history.event_collections.other[5]","history_event_collection*",""
"world","4","0x96be558","0xc","stl-vector","world.history.event_collections.other[6]","history_event_collection*",""
"world","4","0x96be564","0xc","stl-vector","world.history.event_collections.other[7]","history_event_collection*",""
"world","2","0x96be570","0xc","stl-vector","world.history.ages","padding*",""
"world","2","0x96be57c","0xc","stl-vector","world.history.unk1","int32_t",""
"world","2","0x96be588","0xc","stl-vector","world.history.unk2","int16_t",""
"world","2","0x96be594","0x4","int32_t","world.history","",""
"world","2","0x96be598","0x4","int32_t","world.history","",""
"world","2","0x96be59c","0x4","int32_t","world.history","",""
"world","2","0x96be5a0","0x4","int32_t","world.history","",""
"world","2","0x96be5a4","0xc","stl-vector","world.history","padding",""
"world","2","0x96be5b0","0xc","stl-vector","world.history","padding",""
"world","2","0x96be5bc","0xc","stl-vector","world.history","padding",""
"world","2","0x96be5c8","0xc","stl-vector","world.history","padding",""
"world","2","0x96be5d4","0xc","stl-vector","world.history","padding",""
"world","2","0x96be5e0","0xc","stl-vector","world.history","padding",""
"world","2","0x96be5ec","0x1","bool","world.history","",""
"world","2","0x96be5f0","0xc","stl-vector","world.history","padding",""
"world","2","0x96be5fc","0xc","stl-vector","world.history","padding","v0.34.01"
"world","2","0x96be608","0xc","stl-vector","world.history","padding","v0.34.01"
"world","2","0x96be614","0x4","int32_t","world.history","",""
"world","2","0x96be618","0x4","int32_t","world.history","",""
"world","2","0x96be61c","0x4","int32_t","world.history","",""
"world","1","0x96be620","0xc","stl-vector","world.entity_populations","entity_population*",""
"world","1","0x96be62c","0x1","bool","world.reindex_pathfinding","","forces map_block.passable to be recomputed"
"world","1","0x96be630","0x4","int32_t","world.frame_counter","","increases by 1 every time . is pressed"
"world","1","0x96be634","0x13883c","compound","world.unk_5a39c","",""
"world","2","0x96be634","0xc","stl-vector","world.unk_5a39c.unk_5a39c","padding",""
"world","2","0x96be640","0x138800","static-array","world.unk_5a39c.unk","world::anon262","Looks like a temporary buffer for pathfinding or something."
"world","4","0x96be640","0x2","uint16_t","world.unk_5a39c.unk[0].unk1a","",""
"world","4","0x96be642","0x2","uint16_t","world.unk_5a39c.unk[0].tag","",""
"world","4","0x96be644","0x4","int32_t","world.unk_5a39c.unk[0].unk2","",""
"world","4","0x96be648","0x2","int16_t","world.unk_5a39c.unk[0].x","",""
"world","4","0x96be64a","0x2","int16_t","world.unk_5a39c.unk[0].y","",""
"world","4","0x96be64c","0x4","int32_t","world.unk_5a39c.unk[0].z","",""
"world","4","0x96be650","0x2","uint16_t","world.unk_5a39c.unk[1].unk1a","",""
"world","4","0x96be652","0x2","uint16_t","world.unk_5a39c.unk[1].tag","",""
"world","4","0x96be654","0x4","int32_t","world.unk_5a39c.unk[1].unk2","",""
"world","4","0x96be658","0x2","int16_t","world.unk_5a39c.unk[1].x","",""
"world","4","0x96be65a","0x2","int16_t","world.unk_5a39c.unk[1].y","",""
"world","4","0x96be65c","0x4","int32_t","world.unk_5a39c.unk[1].z","",""
"world","4","0x96be660","0x2","uint16_t","world.unk_5a39c.unk[2].unk1a","",""
"world","4","0x96be662","0x2","uint16_t","world.unk_5a39c.unk[2].tag","",""
"world","4","0x96be664","0x4","int32_t","world.unk_5a39c.unk[2].unk2","",""
"world","4","0x96be668","0x2","int16_t","world.unk_5a39c.unk[2].x","",""
"world","4","0x96be66a","0x2","int16_t","world.unk_5a39c.unk[2].y","",""
"world","4","0x96be66c","0x4","int32_t","world.unk_5a39c.unk[2].z","",""
"world","4","0x96be670","0x2","uint16_t","world.unk_5a39c.unk[3].unk1a","",""
"world","4","0x96be672","0x2","uint16_t","world.unk_5a39c.unk[3].tag","",""
"world","4","0x96be674","0x4","int32_t","world.unk_5a39c.unk[3].unk2","",""
"world","4","0x96be678","0x2","int16_t","world.unk_5a39c.unk[3].x","",""
"world","4","0x96be67a","0x2","int16_t","world.unk_5a39c.unk[3].y","",""
"world","4","0x96be67c","0x4","int32_t","world.unk_5a39c.unk[3].z","",""
"world","4","0x96be680","0x2","uint16_t","world.unk_5a39c.unk[4].unk1a","",""
"world","4","0x96be682","0x2","uint16_t","world.unk_5a39c.unk[4].tag","",""
"world","4","0x96be684","0x4","int32_t","world.unk_5a39c.unk[4].unk2","",""
"world","4","0x96be688","0x2","int16_t","world.unk_5a39c.unk[4].x","",""
"world","4","0x96be68a","0x2","int16_t","world.unk_5a39c.unk[4].y","",""
"world","4","0x96be68c","0x4","int32_t","world.unk_5a39c.unk[4].z","",""
"world","4","0x96be690","0x2","uint16_t","world.unk_5a39c.unk[5].unk1a","",""
"world","4","0x96be692","0x2","uint16_t","world.unk_5a39c.unk[5].tag","",""
"world","4","0x96be694","0x4","int32_t","world.unk_5a39c.unk[5].unk2","",""
"world","4","0x96be698","0x2","int16_t","world.unk_5a39c.unk[5].x","",""
"world","4","0x96be69a","0x2","int16_t","world.unk_5a39c.unk[5].y","",""
"world","4","0x96be69c","0x4","int32_t","world.unk_5a39c.unk[5].z","",""
"world","4","0x96be6a0","0x2","uint16_t","world.unk_5a39c.unk[6].unk1a","",""
"world","4","0x96be6a2","0x2","uint16_t","world.unk_5a39c.unk[6].tag","",""
"world","4","0x96be6a4","0x4","int32_t","world.unk_5a39c.unk[6].unk2","",""
"world","4","0x96be6a8","0x2","int16_t","world.unk_5a39c.unk[6].x","",""
"world","4","0x96be6aa","0x2","int16_t","world.unk_5a39c.unk[6].y","",""
"world","4","0x96be6ac","0x4","int32_t","world.unk_5a39c.unk[6].z","",""
"world","4","0x96be6b0","0x2","uint16_t","world.unk_5a39c.unk[7].unk1a","",""
"world","4","0x96be6b2","0x2","uint16_t","world.unk_5a39c.unk[7].tag","",""
"world","4","0x96be6b4","0x4","int32_t","world.unk_5a39c.unk[7].unk2","",""
"world","4","0x96be6b8","0x2","int16_t","world.unk_5a39c.unk[7].x","",""
"world","4","0x96be6ba","0x2","int16_t","world.unk_5a39c.unk[7].y","",""
"world","4","0x96be6bc","0x4","int32_t","world.unk_5a39c.unk[7].z","",""
"world","4","0x96be6c0","0x2","uint16_t","world.unk_5a39c.unk[8].unk1a","",""
"world","4","0x96be6c2","0x2","uint16_t","world.unk_5a39c.unk[8].tag","",""
"world","4","0x96be6c4","0x4","int32_t","world.unk_5a39c.unk[8].unk2","",""
"world","4","0x96be6c8","0x2","int16_t","world.unk_5a39c.unk[8].x","",""
"world","4","0x96be6ca","0x2","int16_t","world.unk_5a39c.unk[8].y","",""
"world","4","0x96be6cc","0x4","int32_t","world.unk_5a39c.unk[8].z","",""
"world","4","0x96be6d0","0x2","uint16_t","world.unk_5a39c.unk[9].unk1a","",""
"world","4","0x96be6d2","0x2","uint16_t","world.unk_5a39c.unk[9].tag","",""
"world","4","0x96be6d4","0x4","int32_t","world.unk_5a39c.unk[9].unk2","",""
"world","4","0x96be6d8","0x2","int16_t","world.unk_5a39c.unk[9].x","",""
"world","4","0x96be6da","0x2","int16_t","world.unk_5a39c.unk[9].y","",""
"world","4","0x96be6dc","0x4","int32_t","world.unk_5a39c.unk[9].z","",""
"world","4","0x96be6e0","0x2","uint16_t","world.unk_5a39c.unk[10].unk1a","",""
"world","4","0x96be6e2","0x2","uint16_t","world.unk_5a39c.unk[10].tag","",""
"world","4","0x96be6e4","0x4","int32_t","world.unk_5a39c.unk[10].unk2","",""
"world","4","0x96be6e8","0x2","int16_t","world.unk_5a39c.unk[10].x","",""
"world","4","0x96be6ea","0x2","int16_t","world.unk_5a39c.unk[10].y","",""
"world","4","0x96be6ec","0x4","int32_t","world.unk_5a39c.unk[10].z","",""
"world","4","0x96be6f0","0x2","uint16_t","world.unk_5a39c.unk[11].unk1a","",""
"world","4","0x96be6f2","0x2","uint16_t","world.unk_5a39c.unk[11].tag","",""
"world","4","0x96be6f4","0x4","int32_t","world.unk_5a39c.unk[11].unk2","",""
"world","4","0x96be6f8","0x2","int16_t","world.unk_5a39c.unk[11].x","",""
"world","4","0x96be6fa","0x2","int16_t","world.unk_5a39c.unk[11].y","",""
"world","4","0x96be6fc","0x4","int32_t","world.unk_5a39c.unk[11].z","",""
"world","4","0x96be700","0x2","uint16_t","world.unk_5a39c.unk[12].unk1a","",""
"world","4","0x96be702","0x2","uint16_t","world.unk_5a39c.unk[12].tag","",""
"world","4","0x96be704","0x4","int32_t","world.unk_5a39c.unk[12].unk2","",""
"world","4","0x96be708","0x2","int16_t","world.unk_5a39c.unk[12].x","",""
"world","4","0x96be70a","0x2","int16_t","world.unk_5a39c.unk[12].y","",""
"world","4","0x96be70c","0x4","int32_t","world.unk_5a39c.unk[12].z","",""
"world","4","0x96be710","0x2","uint16_t","world.unk_5a39c.unk[13].unk1a","",""
"world","4","0x96be712","0x2","uint16_t","world.unk_5a39c.unk[13].tag","",""
"world","4","0x96be714","0x4","int32_t","world.unk_5a39c.unk[13].unk2","",""
"world","4","0x96be718","0x2","int16_t","world.unk_5a39c.unk[13].x","",""
"world","4","0x96be71a","0x2","int16_t","world.unk_5a39c.unk[13].y","",""
"world","4","0x96be71c","0x4","int32_t","world.unk_5a39c.unk[13].z","",""
"world","4","0x96be720","0x2","uint16_t","world.unk_5a39c.unk[14].unk1a","",""
"world","4","0x96be722","0x2","uint16_t","world.unk_5a39c.unk[14].tag","",""
"world","4","0x96be724","0x4","int32_t","world.unk_5a39c.unk[14].unk2","",""
"world","4","0x96be728","0x2","int16_t","world.unk_5a39c.unk[14].x","",""
"world","4","0x96be72a","0x2","int16_t","world.unk_5a39c.unk[14].y","",""
"world","4","0x96be72c","0x4","int32_t","world.unk_5a39c.unk[14].z","",""
"world","4","0x96be730","0x2","uint16_t","world.unk_5a39c.unk[15].unk1a","",""
"world","4","0x96be732","0x2","uint16_t","world.unk_5a39c.unk[15].tag","",""
"world","4","0x96be734","0x4","int32_t","world.unk_5a39c.unk[15].unk2","",""
"world","4","0x96be738","0x2","int16_t","world.unk_5a39c.unk[15].x","",""
"world","4","0x96be73a","0x2","int16_t","world.unk_5a39c.unk[15].y","",""
"world","4","0x96be73c","0x4","int32_t","world.unk_5a39c.unk[15].z","",""
"world","4","0x96be740","0x2","uint16_t","world.unk_5a39c.unk[16].unk1a","",""
"world","4","0x96be742","0x2","uint16_t","world.unk_5a39c.unk[16].tag","",""
"world","4","0x96be744","0x4","int32_t","world.unk_5a39c.unk[16].unk2","",""
"world","4","0x96be748","0x2","int16_t","world.unk_5a39c.unk[16].x","",""
"world","4","0x96be74a","0x2","int16_t","world.unk_5a39c.unk[16].y","",""
"world","4","0x96be74c","0x4","int32_t","world.unk_5a39c.unk[16].z","",""
"world","4","0x96be750","0x2","uint16_t","world.unk_5a39c.unk[17].unk1a","",""
"world","4","0x96be752","0x2","uint16_t","world.unk_5a39c.unk[17].tag","",""
"world","4","0x96be754","0x4","int32_t","world.unk_5a39c.unk[17].unk2","",""
"world","4","0x96be758","0x2","int16_t","world.unk_5a39c.unk[17].x","",""
"world","4","0x96be75a","0x2","int16_t","world.unk_5a39c.unk[17].y","",""
"world","4","0x96be75c","0x4","int32_t","world.unk_5a39c.unk[17].z","",""
"world","4","0x96be760","0x2","uint16_t","world.unk_5a39c.unk[18].unk1a","",""
"world","4","0x96be762","0x2","uint16_t","world.unk_5a39c.unk[18].tag","",""
"world","4","0x96be764","0x4","int32_t","world.unk_5a39c.unk[18].unk2","",""
"world","4","0x96be768","0x2","int16_t","world.unk_5a39c.unk[18].x","",""
"world","4","0x96be76a","0x2","int16_t","world.unk_5a39c.unk[18].y","",""
"world","4","0x96be76c","0x4","int32_t","world.unk_5a39c.unk[18].z","",""
"world","4","0x96be770","0x2","uint16_t","world.unk_5a39c.unk[19].unk1a","",""
"world","4","0x96be772","0x2","uint16_t","world.unk_5a39c.unk[19].tag","",""
"world","4","0x96be774","0x4","int32_t","world.unk_5a39c.unk[19].unk2","",""
"world","4","0x96be778","0x2","int16_t","world.unk_5a39c.unk[19].x","",""
"world","4","0x96be77a","0x2","int16_t","world.unk_5a39c.unk[19].y","",""
"world","4","0x96be77c","0x4","int32_t","world.unk_5a39c.unk[19].z","",""
"world","4","0x96be780","0x2","uint16_t","world.unk_5a39c.unk[20].unk1a","",""
"world","4","0x96be782","0x2","uint16_t","world.unk_5a39c.unk[20].tag","",""
"world","4","0x96be784","0x4","int32_t","world.unk_5a39c.unk[20].unk2","",""
"world","4","0x96be788","0x2","int16_t","world.unk_5a39c.unk[20].x","",""
"world","4","0x96be78a","0x2","int16_t","world.unk_5a39c.unk[20].y","",""
"world","4","0x96be78c","0x4","int32_t","world.unk_5a39c.unk[20].z","",""
"world","4","0x96be790","0x2","uint16_t","world.unk_5a39c.unk[21].unk1a","",""
"world","4","0x96be792","0x2","uint16_t","world.unk_5a39c.unk[21].tag","",""
"world","4","0x96be794","0x4","int32_t","world.unk_5a39c.unk[21].unk2","",""
"world","4","0x96be798","0x2","int16_t","world.unk_5a39c.unk[21].x","",""
"world","4","0x96be79a","0x2","int16_t","world.unk_5a39c.unk[21].y","",""
"world","4","0x96be79c","0x4","int32_t","world.unk_5a39c.unk[21].z","",""
"world","4","0x96be7a0","0x2","uint16_t","world.unk_5a39c.unk[22].unk1a","",""
"world","4","0x96be7a2","0x2","uint16_t","world.unk_5a39c.unk[22].tag","",""
"world","4","0x96be7a4","0x4","int32_t","world.unk_5a39c.unk[22].unk2","",""
"world","4","0x96be7a8","0x2","int16_t","world.unk_5a39c.unk[22].x","",""
"world","4","0x96be7aa","0x2","int16_t","world.unk_5a39c.unk[22].y","",""
"world","4","0x96be7ac","0x4","int32_t","world.unk_5a39c.unk[22].z","",""
"world","4","0x96be7b0","0x2","uint16_t","world.unk_5a39c.unk[23].unk1a","",""
"world","4","0x96be7b2","0x2","uint16_t","world.unk_5a39c.unk[23].tag","",""
"world","4","0x96be7b4","0x4","int32_t","world.unk_5a39c.unk[23].unk2","",""
"world","4","0x96be7b8","0x2","int16_t","world.unk_5a39c.unk[23].x","",""
"world","4","0x96be7ba","0x2","int16_t","world.unk_5a39c.unk[23].y","",""
"world","4","0x96be7bc","0x4","int32_t","world.unk_5a39c.unk[23].z","",""
"world","4","0x96be7c0","0x2","uint16_t","world.unk_5a39c.unk[24].unk1a","",""
"world","4","0x96be7c2","0x2","uint16_t","world.unk_5a39c.unk[24].tag","",""
"world","4","0x96be7c4","0x4","int32_t","world.unk_5a39c.unk[24].unk2","",""
"world","4","0x96be7c8","0x2","int16_t","world.unk_5a39c.unk[24].x","",""
"world","4","0x96be7ca","0x2","int16_t","world.unk_5a39c.unk[24].y","",""
"world","4","0x96be7cc","0x4","int32_t","world.unk_5a39c.unk[24].z","",""
"world","4","0x96be7d0","0x2","uint16_t","world.unk_5a39c.unk[25].unk1a","",""
"world","4","0x96be7d2","0x2","uint16_t","world.unk_5a39c.unk[25].tag","",""
"world","4","0x96be7d4","0x4","int32_t","world.unk_5a39c.unk[25].unk2","",""
"world","4","0x96be7d8","0x2","int16_t","world.unk_5a39c.unk[25].x","",""
"world","4","0x96be7da","0x2","int16_t","world.unk_5a39c.unk[25].y","",""
"world","4","0x96be7dc","0x4","int32_t","world.unk_5a39c.unk[25].z","",""
"world","4","0x96be7e0","0x2","uint16_t","world.unk_5a39c.unk[26].unk1a","",""
"world","4","0x96be7e2","0x2","uint16_t","world.unk_5a39c.unk[26].tag","",""
"world","4","0x96be7e4","0x4","int32_t","world.unk_5a39c.unk[26].unk2","",""
"world","4","0x96be7e8","0x2","int16_t","world.unk_5a39c.unk[26].x","",""
"world","4","0x96be7ea","0x2","int16_t","world.unk_5a39c.unk[26].y","",""
"world","4","0x96be7ec","0x4","int32_t","world.unk_5a39c.unk[26].z","",""
"world","4","0x96be7f0","0x2","uint16_t","world.unk_5a39c.unk[27].unk1a","",""
"world","4","0x96be7f2","0x2","uint16_t","world.unk_5a39c.unk[27].tag","",""
"world","4","0x96be7f4","0x4","int32_t","world.unk_5a39c.unk[27].unk2","",""
"world","4","0x96be7f8","0x2","int16_t","world.unk_5a39c.unk[27].x","",""
